priflik	publik	Util
2.06724e-09	0.0139319	2.90913e-13
2.72854e-08	0.0200242	5.51887e-12
2.6294e-06	0.0267457	7.10357e-10
0.0001282	0.0358872	4.64722e-08
1.74206e-08	0.0444388	7.8197e-12
7.42646e-10	0.0635234	4.76519e-13
7.97865e-08	0.0751655	6.05777e-11
0.000193421	0.0948444	1.85302e-07
0.0324401	0.121909	3.99451e-05
7.43991e-06	0.14523	1.09141e-08
6.3282e-08	0.174064	1.11264e-10
0.0002018	0.205027	4.17925e-07
0.0260646	0.254764	6.70696e-05
0.000727613	0.316763	2.32809e-06
7.18799e-10	0.366652	2.66211e-12
3.73401e-07	0.444793	1.67764e-09
4.81137e-05	0.533367	2.59215e-07
2.46356e-05	0.612382	1.52388e-07
2.56129e-06	0.730995	1.8912e-08
1.8089e-06	0.84161	1.53777e-08
2239.51	0.943277	0.955234
8.99299e+06	1	0.999989
4.44876e-10	0.344122	1.54638e-12
4.78686e-07	0.000935555	4.52361e-12
2.5089e-08	0.00229961	5.82777e-13
5.38917e-08	1.0067e+19	1
0.00474084	0.0139055	6.65897e-07
7.89147e-08	0.0199706	1.59189e-11
4.1192e-08	0.0266787	1.11005e-11
1.14535e-05	0.0357696	4.13827e-09
3.42861e-05	0.0442688	1.53314e-08
0.0841129	0.0631609	5.36602e-05
3.40409e-07	0.074872	2.57445e-10
9.58854e-11	0.0944038	9.14338e-14
6.89048e-05	0.121223	8.43719e-08
0.00226562	0.144079	3.29724e-06
5.51185e-07	0.173037	9.63385e-10
8.70431e-05	0.203906	1.79279e-07
0.00658858	0.252596	1.68103e-05
1.03575e-05	0.314243	3.28763e-08
8.80579e-05	0.363363	3.23202e-07
3.04192e-06	0.439835	1.35146e-08
1.47966e-05	0.528247	7.89519e-08
0.000342969	0.605665	2.09822e-06
3.11008e-06	0.720975	2.26494e-08
1.07378e-07	0.831237	9.01583e-10
18745.3	0.920706	0.994297
21782.5	0.975353	0.995362
1.82005e+07	1	0.999995
0.00106525	0.342478	3.68509e-06
0.00019738	0.000935371	1.86489e-09
7.24647e-08	0.00229883	1.68266e-12
9.32568e-07	3.53789e+20	1
4.28722e-06	0.0138961	6.01773e-10
0.0615012	0.0199491	1.23927e-05
2.09184e-09	0.0266659	5.63443e-13
4.32047e-07	0.0357474	1.56006e-10
4.14674e-08	0.0442041	1.85154e-11
5.91768e-05	0.0631273	3.77341e-08
8.74132e-06	0.0748228	6.60657e-09
1.7426e-06	0.094298	1.65983e-09
1.81157e-08	0.120999	2.21413e-11
1.55487e-05	0.14375	2.25769e-08
0.000782549	0.172648	1.3647e-06
3.09221e-07	0.20339	6.35279e-10
3.45825e-05	0.251895	8.79913e-08
0.00106572	0.313559	3.37542e-06
3.54263e-06	0.362468	1.29706e-08
6.11471e-09	0.438486	2.7083e-11
1.0653e-06	0.526815	5.66883e-09
1.28165e-05	0.604194	7.82185e-08
9.13929e-10	0.718641	6.63421e-12
5.01234e-07	0.828359	4.19396e-09
4.97733e+06	0.913644	0.999978
2.86969e+07	0.96693	0.999996
14458.3	0.99218	0.993146
34407.6	1	0.997131
4.05745e-09	0.342011	1.40171e-11
2.47207e-06	0.000935347	2.3356e-11
7.05873e-09	0.00229843	1.63878e-13
0.000392104	1.03209e+21	1
0.000182397	0.0138935	2.55973e-08
7.95187e-07	0.0199469	1.60218e-10
1.29641e-06	0.026662	3.4914e-10
1.9314e-05	0.0357295	6.97051e-09
0.0048333	0.0441956	2.15768e-06
0.000278027	0.0631031	1.77216e-07
0.864797	0.07481	0.000653063
1.7898e-07	0.0942627	1.70416e-10
4.12349e-05	0.120917	5.03637e-08
3.24625e-11	0.14366	4.71067e-14
3.22902e-07	0.172549	5.62792e-10
1.25061e-06	0.20323	2.5673e-09
4.47215e-05	0.251718	1.13709e-07
1.26066e-06	0.313257	3.98899e-09
0.00316478	0.361948	1.15704e-05
0.000147969	0.438042	6.54711e-07
7.90473e-07	0.526322	4.20246e-09
3.62963e-05	0.603543	2.21276e-07
5.85093e-07	0.717509	4.2405e-09
0.00116372	0.827636	9.72853e-06
118.151	0.910653	0.520801
981.717	0.96317	0.905223
1.29205e+06	0.989764	0.999923
4846.33	0.996617	0.979914
2.04302e-08	1	2.06365e-10
0.000182281	0.341612	6.28983e-07
0.000179809	0.000935273	1.69869e-09
0.00174966	0.00229836	4.06198e-08
1.05177e-06	1.3869e+22	1
3.36119e-07	0.0138921	4.71656e-11
5.31986e-06	0.019945	1.07176e-09
2.90289e-09	0.0266574	7.81653e-13
1.14011e-10	0.0357231	4.11396e-14
7.17976e-08	0.044191	3.20486e-11
1.02812e-05	0.0630953	6.55247e-09
51.6118	0.0747724	0.0375187
0.00221342	0.0942355	2.1069e-06
8.03543e-08	0.120884	9.8117e-11
2.83465e-06	0.143587	4.11129e-09
1.42072e-06	0.172488	2.47533e-09
1.06506e-06	0.203095	2.18494e-09
0.00097001	0.251542	2.46463e-06
2.33209e-06	0.313094	7.37541e-09
1.55207e-08	0.361755	5.67139e-11
0.00098738	0.43763	4.36471e-06
0.0139965	0.525906	7.43462e-05
1.60206e-07	0.603076	9.75924e-10
1.6572	0.716827	0.011857
0.00744691	0.82678	6.21876e-05
541096	0.909312	0.999799
3.28342e+08	0.961047	1
147911	0.987478	0.999323
708174	0.99454	0.999859
4.17193e-09	0.999162	4.21054e-11
4.94968e-10	1	4.99968e-12
9.44203e-06	0.341451	3.25656e-08
0.0143064	0.000935259	1.35154e-07
7.92112e-05	0.00229829	1.83889e-09
1.55336e-09	3.95089e+22	1
4.54618e-05	0.0138913	6.37904e-09
0.00381973	0.0199392	7.69314e-07
2.06147e-09	0.026655	5.55035e-13
1.37692e-06	0.0357197	4.968e-10
4.27988e-06	0.044181	1.90999e-09
5.86988e-05	0.0630883	3.74061e-08
6.06424e-09	0.0747632	4.57962e-12
2.51599e-05	0.0942178	2.39446e-08
8.38682e-05	0.120867	1.02393e-07
0.000476225	0.143549	6.9052e-07
0.00132175	0.172395	2.30164e-06
0.000374844	0.202918	7.68311e-07
5.87619e-07	0.251419	1.49231e-09
11.5348	0.312867	0.035171
2.67529e-07	0.361617	9.77204e-10
0.000277327	0.437287	1.22496e-06
0.000235867	0.525712	1.2525e-06
7.4637e-08	0.602785	4.54445e-10
1.17808e-05	0.716247	8.52317e-08
1.47916e-06	0.825949	1.23405e-08
207580	0.908228	0.999475
231.044	0.959733	0.691339
4.37768e+06	0.985814	0.999977
8.9386e+06	0.993025	0.999989
2.31175e-09	0.998688	2.33203e-11
5.0358e-06	0.998609	5.07959e-08
0.00141352	1	1.42778e-05
7.41017e-08	0.341328	2.55485e-10
0.0589807	0.00093525	5.57189e-07
0.000233184	0.00229823	5.41323e-09
1.39154e-06	8.80028e+22	1
2.34867e-06	0.0138909	3.29547e-10
0.00276339	0.0199385	5.56544e-07
2.06636e-07	0.0266535	5.5632e-11
6.5259e-05	0.0357153	2.35429e-08
5.09033e-08	0.044175	2.27137e-11
1.18701e-05	0.0630825	7.56362e-09
7.24612e-09	0.074745	5.47082e-12
1.23967e-07	0.0941976	1.17953e-10
0.214727	0.12084	0.000262029
0.00807084	0.143515	1.16997e-05
3.41114e-06	0.172294	5.93655e-09
3.12342e-08	0.202878	6.40074e-11
7.67533e-08	0.25136	1.94876e-10
8.17648e-07	0.31279	2.58336e-09
6.4027e-05	0.361337	2.3369e-07
4.67704e-08	0.437003	2.06452e-10
7.25582e-05	0.525448	3.85106e-07
4.03444e-07	0.602199	2.45408e-09
2.6617e-05	0.715834	1.92458e-07
1.44677e-05	0.825227	1.20597e-07
6.76232e+06	0.907345	0.999984
295769	0.958309	0.999651
21110.9	0.984162	0.995258
91.3166	0.992109	0.477837
1.46382e-10	0.998013	1.47567e-12
1.70517e-07	0.997931	1.71883e-09
6.40737e-08	0.999295	6.46753e-10
1.22509e-09	1	1.23746e-11
3.33712e-08	0.341223	1.1502e-10
2.97235e-07	0.000935239	2.80794e-12
9.05011e-05	0.00229805	2.10077e-09
1.38309e-06	1.11597e+23	1
4.88476e-10	0.0138899	6.85343e-14
4.28291e-05	0.0199377	8.6254e-09
9.10298e-06	0.0266489	2.45035e-09
7.68553e-09	0.0357115	2.77234e-12
1.02685e-05	0.0441708	4.58151e-09
3.02313e-07	0.0630682	1.92589e-10
3.86342e-06	0.074714	2.91567e-09
5.37479e-05	0.0941581	5.11192e-08
0.00245775	0.120808	2.99915e-06
1.03806e-06	0.143472	1.50438e-09
1.50659e-09	0.172256	2.6214e-12
1.60303e-05	0.202834	3.28433e-08
8.99983e-05	0.251305	2.28454e-07
0.00488437	0.312722	1.54285e-05
0.000111592	0.361213	4.07156e-07
4.1579e-10	0.436825	1.83462e-12
1.98285e-08	0.525223	1.05196e-10
3.18424e-05	0.602065	1.93648e-07
1.52316e-07	0.715362	1.10062e-09
1.36345e-07	0.824693	1.13579e-09
4933	0.906003	0.978329
2.35224e+07	0.956075	0.999996
178.689	0.982727	0.63948
9.30186e+06	0.991153	0.999989
2.15568e-06	0.997293	2.17156e-08
0.000724958	0.996848	7.29968e-06
0.000189044	0.998678	1.907e-06
1.17412e-05	0.99887	1.18464e-07
0.000126346	1	1.27622e-06
4.44754e-06	0.341121	1.53248e-08
0.00213268	0.000935228	2.01468e-08
0.000158126	0.00229801	3.67046e-09
0.00022275	1.47723e+23	1
5.35659e-09	0.0138894	7.51513e-13
2.02369e-06	0.0199368	4.07533e-10
0.0270917	0.026647	7.29198e-06
5.92849e-09	0.0357061	2.13821e-12
0.000949579	0.0441665	4.23632e-07
3.39383	0.0630523	0.00215684
2.12046e-05	0.0747056	1.6001e-08
4.23063e-07	0.0941451	4.02316e-10
2.03068e-06	0.120794	2.47771e-09
3.9367e-08	0.143451	5.70427e-11
1.6059e-06	0.172188	2.7931e-09
1.43506e-06	0.202789	2.93954e-09
0.00588689	0.251196	1.49368e-05
5.37689e-09	0.312675	1.6982e-11
1.52569e-06	0.361149	5.56566e-09
2.25999e-06	0.436684	9.96872e-09
1.78369e-07	0.525036	9.45962e-10
7.01857e-05	0.601768	4.26621e-07
1.02224e-07	0.714942	7.38222e-10
5.82313e-06	0.824419	4.84919e-08
32860.3	0.90493	0.996682
2.59669e+06	0.955029	0.99996
369.463	0.981511	0.785543
3704.65	0.989973	0.973716
5.34044e-08	0.99668	5.37647e-10
2.12801e-09	0.996367	2.14169e-11
4.92924e-06	0.997971	4.96893e-08
7.09797e-05	0.998396	7.15816e-07
7.03427e-07	0.998675	7.0959e-09
0.0240229	1	0.000242597
3.86259e-05	0.341024	1.33054e-07
1.21772e-10	0.000935217	1.15034e-15
0.000511166	0.00229798	1.18651e-08
5.09343e-07	2.15184e+23	1
0.000100098	0.0138889	1.4043e-08
1.84026e-07	0.0199363	3.70586e-11
5.95915e-05	0.0266448	1.60384e-08
1.14688e-06	0.0357049	4.13628e-10
7.90572e-09	0.0441525	3.52583e-12
0.018507	0.0630449	1.17855e-05
2.52803e-07	0.0746848	1.90712e-10
1.2042e-06	0.0941254	1.14491e-09
2.03236e-07	0.120778	2.47943e-10
1.54655e-06	0.143426	2.24057e-09
3.96171e-05	0.172154	6.88912e-08
7.05062e-08	0.202742	1.4439e-10
3.55405e-05	0.251137	9.01571e-08
0.00698302	0.312603	2.20491e-05
0.000209106	0.361021	7.6254e-07
2.62873e-06	0.43639	1.15874e-08
2.19957e-07	0.524835	1.16607e-09
1.53274e-06	0.601646	9.31484e-09
8.21767e-05	0.714706	5.93254e-07
1.79562e-08	0.8238	1.49418e-10
88574.9	0.904332	0.998766
10.3386	0.954282	0.0906247
300293	0.98024	0.999664
485760	0.988906	0.999794
0.00463902	0.996247	4.66807e-05
1.43165e-07	0.9959	1.44018e-09
2.10611e-08	0.997565	2.1222e-10
2.33763e-05	0.99765	2.3557e-07
2.72841e-05	0.998264	2.75118e-07
9.47933e-06	0.999638	9.57161e-08
350271	1	0.999717
0.000193037	0.341005	6.64915e-07
0.000854143	0.000935209	8.0687e-09
4.39611e-08	0.00229796	1.02041e-12
0.00111499	3.57168e+23	1
1.64824e-06	0.0138887	2.31231e-10
9.40118e-06	0.0199355	1.89311e-09
1.11605e-06	0.0266444	3.00368e-10
0.000729353	0.0357023	2.63026e-07
2.92721e-06	0.0441499	1.30541e-09
2.51085e-07	0.0630424	1.59889e-10
5.98875e-08	0.07468	4.51758e-11
0.000537234	0.0941235	5.10771e-07
3.27398e-10	0.120767	3.99384e-13
0.000845849	0.143413	1.22531e-06
4.90254e-07	0.172142	8.52456e-10
2.03726e-08	0.202722	4.17169e-11
1.05831e-05	0.251123	2.68452e-08
2.13439e-06	0.312556	6.73855e-09
9.46902e-09	0.36097	3.45256e-11
6.11549e-08	0.436267	2.69493e-10
8.55135e-06	0.524687	4.5321e-08
4.62163e-07	0.60149	2.80795e-09
9.84883e-06	0.714548	7.10855e-08
0.000149274	0.823633	1.24189e-06
21046.3	0.9038	0.994822
2.93335e+06	0.953651	0.999965
2394.22	0.979861	0.959509
27.9989	0.988551	0.218493
1.15883e-06	0.995924	1.16576e-08
3.2983e-08	0.995689	3.31726e-10
0.00318639	0.997165	3.20935e-05
8.52173e-05	0.997535	8.58659e-07
1.53673e-05	0.997686	1.54866e-07
0.69653	0.999465	0.0069828
35168.5	0.998759	0.997189
83.8153	1	0.45847
2.64585e-09	0.340993	9.1133e-12
1.07935e-07	0.000935199	1.0196e-12
2.54005e-06	0.00229793	5.89582e-11
1.61918e-05	5.75844e+23	1
0.000170137	0.0138885	2.38683e-08
6.11038e-07	0.0199353	1.23043e-10
1.08235e-08	0.0266441	2.91294e-12
1.98424e-06	0.0357014	7.15558e-10
1.61207e-05	0.044149	7.189e-09
0.000945711	0.0630402	6.022e-07
1.03333e-06	0.0746786	7.7947e-10
0.00106618	0.0941188	1.01361e-06
0.0174479	0.120762	2.12829e-05
2.22157e-05	0.143405	3.21801e-08
3.46049e-07	0.172136	6.01691e-10
7.21581e-08	0.202717	1.47754e-10
1.56627e-07	0.251106	3.97272e-10
4.15234e-07	0.312526	1.31082e-09
1.01035e-06	0.360947	3.68366e-09
1.2941e-06	0.436249	5.70252e-09
0.000502921	0.524655	2.66525e-06
2.32675e-09	0.601462	1.41359e-11
4.82634e-09	0.714506	3.48328e-11
4.92328e-08	0.823476	4.09516e-10
2.10645e+07	0.903526	0.999995
158.754	0.953331	0.604545
5982.25	0.979374	0.983383
240365	0.988415	0.999583
3.4427e-05	0.995737	3.46265e-07
