priflik	publik	Util
2.40266e-07	0.995566	2.41616e-09
2.3198e-05	0.997037	2.33629e-07
2.54491e-08	0.997479	2.56414e-10
0.000164573	0.997615	1.65838e-06
3.61616e-08	0.999193	3.64973e-10
65.1894	0.9986	0.396702
9602.67	0.999791	0.989793
19.473	1	0.164366
4.24397e-05	0.340976	1.46171e-07
0.000580995	0.00093519	5.48829e-09
4.36668e-08	0.00229791	1.01356e-12
0.0102196	7.26314e+23	1
4.29333e-12	0.0138884	6.02297e-16
0.000532776	0.0199351	1.07282e-07
0.00610978	0.0266437	1.64431e-06
1.43248e-07	0.0357009	5.16576e-11
1.44873e-08	0.0441485	6.46051e-12
2.87281e-11	0.0630389	1.82928e-14
2.02543e-06	0.0746772	1.52781e-09
3.78147e-08	0.0941171	3.59496e-11
0.00316623	0.12076	3.86214e-06
2.76463e-10	0.143401	4.00455e-13
0.000339857	0.172115	5.90854e-07
0.000145192	0.202713	2.97296e-07
6.60512e-06	0.251089	1.67523e-08
1.85146e-05	0.312502	5.84427e-08
3.26134e-09	0.360932	1.18901e-11
0.000134371	0.436234	5.92095e-07
3.44411e-06	0.524554	1.82487e-08
0.0216718	0.601422	0.000131638
3.53632e-07	0.714459	2.55207e-09
4.74201e-08	0.823377	3.94391e-10
139679	0.903418	0.999216
1.88063e+06	0.952867	0.999945
2865.51	0.979063	0.965915
8.43484e+07	0.988142	0.999999
0.000180902	0.99569	1.81942e-06
1.52368e-08	0.995437	1.53205e-10
2.29429e-05	0.996942	2.31037e-07
0.00299286	0.997418	3.01519e-05
4.48745e-06	0.997179	4.51998e-08
0.0058074	0.998747	5.85837e-05
14.3135	0.998398	0.126141
9.84882e+06	0.999689	0.99999
0.00163966	0.999904	1.65603e-05
1.03174e-06	1	1.04216e-08
1.10913e-08	0.340959	3.8199e-11
1.68379e-05	0.000935181	1.59056e-10
2.76851e-12	0.00229789	6.42601e-17
2.2774e-06	1.65924e+24	1
1.50678e-05	0.0138882	2.11379e-09
0.000325385	0.0199348	6.55199e-08
7.17095e-07	0.0266435	1.92989e-10
2.11174e-06	0.0357005	7.61517e-10
8.91745e-08	0.0441476	3.97661e-11
5.99997e-06	0.0630379	3.82046e-09
0.00117987	0.0746758	8.89978e-07
2.50307e-05	0.0941155	2.37957e-08
4.86221e-05	0.120757	5.93077e-08
5.26983e-06	0.143399	7.63322e-09
2.70139e-10	0.172111	4.69636e-13
2.67254e-09	0.202708	5.47217e-12
1.27733e-07	0.251083	3.23955e-10
4.43421e-11	0.312483	1.39961e-13
0.000202973	0.360917	7.39964e-07
5.34589e-06	0.436224	2.35556e-08
7.48186e-05	0.524536	3.96415e-07
37.2781	0.60136	0.184632
1.20407e-08	0.714345	8.68808e-11
1.30773e-09	0.823276	1.0875e-11
170388	0.903186	0.999357
624.068	0.952757	0.857263
3.97048e+09	0.978936	1
1916.8	0.98788	0.950315
6.45102e-07	0.995517	6.48697e-09
2.07105e-07	0.995368	2.08228e-09
0.000197827	0.996804	1.99186e-06
6.019e-07	0.997269	6.0632e-09
7.69128e-10	0.997101	7.74645e-12
0.00015888	0.998634	1.60266e-06
100499	0.998055	0.999014
6.26138	0.999471	0.0594545
1.34659e-06	0.999759	1.35987e-08
5.10527e-13	0.999867	5.15615e-15
2.43925e-06	1	2.46389e-08
1.26979e-09	0.340952	4.3731e-12
4.41045e-07	0.000935172	4.16619e-12
3.47324e-07	0.00229787	8.06167e-12
1.68209e-06	2.04395e+24	1
1.36506e-07	0.0138881	1.91496e-11
0.00234836	0.0199345	4.72863e-07
6.34788e-09	0.0266432	1.70836e-12
6.62673e-06	0.0356999	2.38963e-09
0.00191981	0.0441469	8.561e-07
1.45449e-06	0.0630357	9.26108e-10
2.71489e-05	0.0746737	2.04779e-08
5.03774e-08	0.0941135	4.78909e-11
5.16665e-06	0.120756	6.30204e-09
3.11965e-05	0.143393	4.51856e-08
0.00151699	0.172107	2.63721e-06
9.30112e-06	0.202702	1.9044e-08
7.71961e-05	0.251067	1.95771e-07
6.97706e-05	0.312474	2.20217e-07
5.3647e-05	0.360903	1.95569e-07
0.000344164	0.436213	1.51645e-06
0.0297557	0.524525	0.000157628
1.85463e-05	0.601302	1.12645e-07
1.24479e-05	0.714302	8.98135e-08
8.39905e-07	0.823228	6.98418e-09
35.8391	0.903099	0.246382
612.262	0.952434	0.854868
342654	0.97884	0.999705
4.62946e+07	0.987635	0.999998
0.000181223	0.995453	1.82221e-06
3.06315e-08	0.995308	3.07957e-10
2.20064e-07	0.996771	2.21569e-09
0.00154923	0.997204	1.56048e-05
5.91118e-09	0.997003	5.95299e-11
1.23004e-08	0.998547	1.24066e-10
18.0166	0.997989	0.153704
737842	0.999388	0.999866
2.29925e-08	0.99961	2.32156e-10
6.88095e-07	0.999787	6.94898e-09
9.44197e-09	0.999877	9.53618e-11
0.000160151	1	1.61768e-06
0.00160829	0.340944	5.53872e-06
2.26228e-07	0.000935163	2.13697e-12
2.05263e-08	0.00229785	4.76427e-13
0.000171545	2.54218e+24	1
1.23453e-07	0.013888	1.73183e-11
0.0004796	0.0199343	9.65706e-08
4.85105e-06	0.0266429	1.30552e-09
3.81346e-06	0.0356995	1.37514e-09
4.0821e-07	0.0441463	1.8203e-10
1.01202e-06	0.0630349	6.44373e-10
1.21886e-08	0.0746728	9.19348e-12
1.12039e-05	0.094111	1.06506e-08
0.000928389	0.120743	1.13229e-06
2.14081e-06	0.143391	3.10074e-09
0.00334683	0.172101	5.81805e-06
1.50983e-06	0.202674	3.09094e-09
4.13811e-06	0.251044	1.04934e-08
2.08643e-08	0.312461	6.58513e-11
3.93385e-05	0.36089	1.43403e-07
0.76902	0.436204	0.00337693
6.15707e-05	0.524492	3.26196e-07
0.000839528	0.601273	5.09882e-06
1.0422e-05	0.71427	7.51935e-08
0.00264549	0.823036	2.19927e-05
22880.7	0.903048	0.995231
2.19315e+06	0.952296	0.999953
3917.93	0.978639	0.97483
5.72075e+07	0.987544	0.999998
8.69498e-06	0.99538	8.74224e-08
2.57975e-05	0.99518	2.59325e-07
1.57538	0.996697	0.0156127
0.00192505	0.997148	1.93891e-05
3.91115e-06	0.996918	3.93848e-08
3.50377e-11	0.998501	3.53386e-13
3946.92	0.997858	0.97548
4.04784e+10	0.99929	1
0.00023517	0.999541	2.37436e-06
0.0013549	0.999763	1.36825e-05
0.0114967	0.99982	0.000116094
3.96299e-05	0.999943	4.00279e-07
3.88374e-09	1	3.92297e-11
6.25796e-09	0.340912	2.15496e-11
5.38151e-06	0.000935155	5.08338e-11
1.50863e-05	0.00229782	3.50158e-10
2.15721e-07	3.2775e+24	1
3.83568e-06	0.0138878	5.38074e-10
3.78078e-06	0.019934	7.61274e-10
0.000717692	0.0266425	1.93142e-07
1.89051e-09	0.0356991	6.81712e-13
0.00166567	0.0441458	7.42749e-07
4.53728e-05	0.0630338	2.88891e-08
5.0034e-05	0.074672	3.77388e-08
9.64979e-07	0.0941091	9.17306e-10
2.9549e-08	0.120741	3.60382e-11
0.00122031	0.143389	1.76746e-06
2.22809e-08	0.172095	3.87317e-11
1.59192e-05	0.202669	3.25892e-08
1.20014e-09	0.251039	3.04326e-12
1.13299e-05	0.312454	3.57583e-08
1.80695e-08	0.360875	6.58669e-11
5.36778e-05	0.436185	2.36499e-07
3.75332e-09	0.524483	1.98843e-11
1.38154e-09	0.601246	8.39032e-12
0.000272988	0.71422	1.96942e-06
4.43262e-05	0.823004	3.68491e-07
13781.8	0.902958	0.992107
3.93508e+06	0.952148	0.999974
6.4777e+06	0.978541	0.999984
5.22765e+06	0.98746	0.999981
7.67436e-05	0.995169	7.71443e-07
6.37892e-06	0.995105	6.41182e-08
5.59999e-06	0.996645	5.63758e-08
3.43583e-07	0.996999	3.46012e-09
1.58291e-06	0.996891	1.59392e-08
6.69878e-05	0.99846	6.75602e-07
256720	0.997761	0.999614
1.81634e+06	0.999169	0.999945
0.00915512	0.999509	9.24219e-05
1.35638e-06	0.999685	1.36965e-08
2.63736e-07	0.999688	2.66317e-09
1.83999e-06	0.999803	1.85821e-08
1.61301e-05	0.999955	1.62923e-07
1.38768e-08	1	1.40169e-10
2.55595e-07	0.340882	8.80077e-10
4.71864e-07	0.000935146	4.45718e-12
0.000130371	0.0022978	3.02594e-09
4.37826e-06	4.70626e+24	1
9.32616e-07	0.0138877	1.30827e-10
2.1906e-06	0.0199338	4.4108e-10
0.00190833	0.0266422	5.13558e-07
1.49097e-08	0.0356987	5.37634e-12
1.80605e-06	0.0441446	8.05326e-10
7.19936e-05	0.0630332	4.58382e-08
0.0604317	0.074671	4.55787e-05
1.23415e-07	0.0941075	1.17316e-10
2.46745e-07	0.120739	3.00927e-10
1.75563e-10	0.143386	2.54276e-13
6.04343e-05	0.172092	1.05053e-07
6.8786e-07	0.202666	1.40814e-09
0.000177238	0.251029	4.49413e-07
3.13915e-06	0.312438	9.90697e-09
0.00854966	0.36087	3.11638e-05
8.0311e-05	0.436139	3.53805e-07
6.03764e-07	0.524449	3.19842e-09
5.27832e-08	0.601225	3.20551e-10
6.73604e-05	0.714199	4.85946e-07
7.30306e-07	0.822985	6.07102e-09
2.48833e+07	0.902847	0.999996
2.89146e+09	0.952096	1
5.89474e+07	0.978451	0.999998
1.29558e+06	0.98739	0.999923
9.09249e-07	0.995081	9.13916e-09
6.5484e-06	0.994959	6.5812e-08
1.05834e-08	0.996548	1.06534e-10
8.53492e-07	0.996946	8.59479e-09
0.000111841	0.996662	1.12594e-06
1.62777e-07	0.998315	1.64144e-09
206872	0.99769	0.999521
1.56011e+07	0.999075	0.999994
0.0870338	0.999451	0.000877876
0.00299921	0.999594	3.02818e-05
1.00779e-06	0.99965	1.01762e-08
1.7785e-09	0.999742	1.79601e-11
1.43079e-07	0.999911	1.44511e-09
1.30849e-08	0.999967	1.32167e-10
1.00556e-07	1	1.01571e-09
1.84552e-07	0.340862	6.35422e-10
6.45732e-07	0.000935137	6.09947e-12
5.45592e-05	0.00229778	1.26631e-09
0.000651542	5.58707e+24	1
0.0101677	0.0138875	1.4263e-06
9.3061e-07	0.0199336	1.87378e-10
1.03151e-07	0.026642	2.7759e-11
3.54732e-06	0.0356983	1.27912e-09
0.000167429	0.0441442	7.46566e-08
4.738e-08	0.0630322	3.01663e-11
6.01511e-05	0.0746702	4.53687e-08
0.000258972	0.0940949	2.4614e-07
0.00021989	0.120737	2.6817e-07
1.27713e-07	0.143384	1.8497e-10
1.61232e-06	0.172086	2.80261e-09
5.15925e-08	0.202661	1.05614e-10
7.29372e-06	0.251024	1.8494e-08
2.61874e-05	0.312428	8.26435e-08
6.9747e-06	0.360858	2.5423e-08
0.000930371	0.436121	4.09851e-06
0.00702949	0.524433	3.72359e-05
0.081322	0.601202	0.000493604
0.00024393	0.714181	1.7597e-06
4.56248e-09	0.822906	3.79242e-11
5.76479e+08	0.902753	1
1.10361e+06	0.951836	0.999906
1.05825e+07	0.978388	0.99999
3.64149	0.98716	0.0350382
1.48431e-09	0.995024	1.49184e-11
2.09238e-05	0.994926	2.10279e-07
6.01146e-06	0.996441	6.05058e-08
2.1474e-07	0.99679	2.16213e-09
1.86972e-06	0.996602	1.88219e-08
1.00799e-07	0.998272	1.01641e-09
23594.3	0.997598	0.995812
2279.8	0.998772	0.958333
3.24629e-06	0.999396	3.2771e-08
1.74951e-08	0.999561	1.7664e-10
0.0012261	0.999602	1.23797e-05
9.21901e-09	0.999708	9.30941e-11
3.03616e-05	0.999831	3.06631e-07
5.75159e-05	0.999893	5.80906e-07
1.57759e-07	0.999958	1.59346e-09
0.000120766	1	1.21986e-06
7.94426e-05	0.340829	2.73499e-07
1.9303e-08	0.000935128	1.82331e-13
0.000179793	0.00229776	4.17293e-09
1.22454e-05	6.57917e+24	1
0.000130962	0.0138874	1.83708e-08
0.00409827	0.0199334	8.25175e-07
2.97557e-07	0.0266417	8.00749e-11
0.0012459	0.0356957	4.49226e-07
6.87185e-06	0.0441437	3.06413e-09
9.56915e-06	0.0630304	6.0924e-09
4.15381e-08	0.0746694	3.13296e-11
4.84323e-09	0.0940837	4.60271e-12
1.12823e-09	0.120736	1.37594e-12
2.9312e-05	0.143378	4.24515e-08
0.000941485	0.172084	1.6365e-06
0.000157872	0.202654	3.23165e-07
1.93992e-05	0.25102	4.91878e-08
1.03439e-05	0.312424	3.26431e-08
0.00133053	0.360851	4.84969e-06
1.4249e-05	0.436115	6.27697e-08
0.00502327	0.524413	2.66081e-05
6.37656e-06	0.601166	3.8721e-08
1.14572e-07	0.714166	8.26503e-10
4.20378e-09	0.822825	3.49391e-11
9.83133e+07	0.902587	0.999999
3046.43	0.951728	0.966982
1.11385e+07	0.978316	0.999991
544966	0.986926	0.999816
8.03727e-07	0.994982	8.07772e-09
0.0154117	0.994845	0.000154847
9.33499e-05	0.996387	9.39521e-07
2.07576e-07	0.996751	2.08992e-09
1.42989e-07	0.996544	1.43934e-09
5.57925e-06	0.998222	5.62559e-08
1.13121e+08	0.997533	0.999999
1457.45	0.998707	0.936317
2.32978e-06	0.999331	2.35174e-08
0.000765825	0.999525	7.73187e-06
5.86211e-07	0.999558	5.91871e-09
8.61518e-06	0.999663	8.69927e-08
1.18746e-06	0.999795	1.1992e-08
2.77623e-06	0.999853	2.80386e-08
9.46653e-08	0.999865	9.56086e-10
3.1723e-05	0.999963	3.20422e-07
2.62291e-07	1	2.6494e-09
9.22236e-10	0.340817	3.17488e-12
1.49756e-05	0.00093512	1.41455e-10
0.00260534	0.00229774	6.04686e-08
7.71043e-08	9.17203e+24	1
0.022235	0.0138872	3.11901e-06
8.07359e-07	0.0199331	1.62557e-10
7.29469e-07	0.0266415	1.96304e-10
3.28066e-07	0.0356954	1.18287e-10
1.07895e-08	0.0441432	4.81092e-12
8.14029e-07	0.0630297	5.18263e-10
0.000404463	0.0746667	3.0505e-07
0.000161825	0.0940822	1.53786e-07
7.21325e-07	0.120734	8.79683e-10
0.000635191	0.143375	9.19905e-07
1.38448e-07	0.172076	2.40643e-10
0.00160185	0.202651	3.27893e-06
1.30748e-07	0.251016	3.31514e-10
4.49684e-05	0.31242	1.41909e-07
6.51319e-05	0.360842	2.37397e-07
9.39881e-08	0.436106	4.14028e-10
2.58733e-10	0.524397	1.3705e-12
0.00351552	0.601143	2.13463e-05
1.79527e-09	0.714146	1.29503e-11
2.31226e-09	0.822809	1.92177e-11
617992	0.902403	0.999823
7320.8	0.951631	0.985989
1.02629e+06	0.978252	0.999901
2.30875e+07	0.986863	0.999996
0.000588425	0.994933	5.91354e-06
1.93383e-09	0.994818	1.94324e-11
0.000340561	0.996312	3.42732e-06
0.0190836	0.996713	0.000192093
2.23064e-06	0.996508	2.2453e-08
1.06812e-05	0.99817	1.07693e-07
349.511	0.997433	0.778827
6554.4	0.998581	0.985099
3.18585e-06	0.999267	3.21567e-08
0.000361436	0.999453	3.64885e-06
3.76742e-07	0.999507	3.8036e-09
3.15709e-05	0.999598	3.1877e-07
9.94481e-06	0.999754	1.00428e-07
5.26591e-09	0.999778	5.31792e-11
6.55643e-05	0.999802	6.62134e-07
0.00484551	0.999922	4.89383e-05
0.000183208	0.999931	1.85046e-06
0.000100204	1	1.01216e-06
7.02311e-07	0.340794	2.41761e-09
7.12432e-05	0.000935111	6.72932e-10
6.86826e-06	0.00229772	1.59407e-10
0.0106625	1.17952e+25	1
5.00309e-07	0.0138871	7.01802e-11
2.33958e-05	0.0199327	4.71053e-09
8.1749e-10	0.0266412	2.19989e-13
2.2323e-06	0.035695	8.04868e-10
8.5471e-11	0.044142	3.81097e-14
5.30936e-09	0.063028	3.38018e-12
6.65988e-05	0.0746659	5.02289e-08
9.78348e-06	0.0940809	9.29736e-09
5.66346e-10	0.120732	6.9067e-13
2.60832e-08	0.143371	3.77735e-11
3.09735e-07	0.172073	5.38352e-10
2.60346e-07	0.202647	5.32914e-10
1.02809e-05	0.250999	2.60656e-08
5.40125e-11	0.312404	1.70441e-13
0.000228273	0.360836	8.32009e-07
0.00460048	0.436094	2.02647e-05
1.7985e-08	0.524375	9.52616e-11
2.74783e-05	0.601132	1.66849e-07
2.959e-09	0.714098	2.13436e-11
6.0876	0.82279	0.0481576
1327.46	0.902292	0.923656
1.33512e+09	0.951427	1
7549.34	0.978157	0.986771
79323.5	0.986834	0.998737
1.34149e-06	0.994861	1.34808e-08
3.77181e-05	0.994774	3.78999e-07
1.0121e-05	0.996269	1.01851e-07
8.01689e-07	0.996653	8.07077e-09
1.68156e-06	0.996447	1.69251e-08
0.000329256	0.998119	3.31955e-06
7397.9	0.997356	0.98676
208.552	0.998542	0.677785
0.00308866	0.999188	3.11722e-05
4.34198e-05	0.999412	4.38325e-07
1.63098e-06	0.999464	1.64657e-08
3.90666e-07	0.999543	3.94432e-09
9.51312e-05	0.999724	9.60656e-07
1.35887e-05	0.999751	1.37226e-07
2.32784e-08	0.999749	2.35076e-10
0.000176447	0.999881	1.78208e-06
1.10937e-10	0.999879	1.12044e-12
7.6068e-05	0.999932	7.68311e-07
0.180671	1	0.00182164
3.83551e-05	0.340787	1.32029e-07
0.000781021	0.000935102	7.37712e-09
1.44836e-06	0.00229769	3.36151e-11
4.79933e-07	1.51295e+25	1
5.88994e-05	0.013887	8.26196e-09
0.000496202	0.0199326	9.99047e-08
1.05132e-06	0.0266406	2.82907e-10
8.86979e-07	0.035694	3.19796e-10
2.87391e-07	0.0441414	1.2814e-10
0.00029089	0.0630273	1.85192e-07
0.00164886	0.0746632	1.24352e-06
0.0282973	0.0940794	2.68901e-05
4.98981e-11	0.120731	6.0851e-14
1.85139e-05	0.143369	2.68114e-08
8.05143e-06	0.172066	1.39937e-08
0.107837	0.202645	0.000220684
1.87049e-05	0.250991	4.74219e-08
8.31136e-05	0.312395	2.62265e-07
3.25531e-07	0.360824	1.18646e-09
4.73527e-07	0.436088	2.08585e-09
4.44172e-06	0.524365	2.35261e-08
1.88978e-05	0.601124	1.14746e-07
2.41796e-06	0.714056	1.744e-08
0.0120827	0.822772	0.000100407
69660.7	0.902255	0.998427
20887.6	0.951399	0.995043
697545	0.978067	0.999855
3.18361e+07	0.986729	0.999997
2.64365e-05	0.994793	2.65644e-07
1.96743e-10	0.994742	1.97685e-12
1.71551e-05	0.996223	1.7263e-07
2.8113e-05	0.996605	2.83006e-07
4.90699e-07	0.996416	4.93879e-09
2.32342e-08	0.998083	2.34239e-10
1.55541e+07	0.997084	0.999994
34003.8	0.998485	0.997093
7.06486e-05	0.999153	7.13017e-07
6.23481e-08	0.99939	6.29395e-10
6.78804e-08	0.999369	6.85229e-10
4.47511e-05	0.999519	4.51814e-07
5.28745e-05	0.999678	5.33913e-07
2.36815e-07	0.999724	2.39141e-09
5.29252e-05	0.999714	5.34445e-07
5.77362e-06	0.99986	5.83113e-08
4.31338e-07	0.999837	4.35624e-09
3.78568e-05	0.99991	3.82357e-07
0.000104256	0.99995	1.05304e-06
8.73963e-07	1	8.8279e-09
1.51324e-06	0.34078	5.20892e-09
3.29052e-07	0.000935093	3.10802e-12
0.00601329	0.00229767	1.39561e-07
0.00728755	1.95659e+25	1
3.93668e-06	0.0138868	5.52201e-10
1.27463e-05	0.0199324	2.5663e-09
0.00333311	0.0266403	8.9692e-07
0.00147801	0.0356936	5.32882e-07
7.99871e-07	0.0441409	3.56637e-10
2.57573e-08	0.0630267	1.63979e-11
4.23729e-06	0.0746623	3.19561e-09
1.46129e-06	0.094078	1.38864e-09
0.00111048	0.12073	1.35422e-06
6.03216e-08	0.143368	8.73554e-11
6.38983e-07	0.172064	1.11056e-09
0.00400177	0.202643	8.19114e-06
4.71387e-09	0.250987	1.19507e-11
5.01774e-08	0.312387	1.58331e-10
0.00169477	0.360818	6.17674e-06
6.98383e-05	0.43608	3.07626e-07
0.0111175	0.524342	5.88791e-05
0.000267263	0.601082	1.6227e-06
5.66674e-10	0.714036	4.08713e-12
9.07001e-05	0.822758	7.53779e-07
3.33621e+06	0.902188	0.999967
2.77734e+07	0.951344	0.999996
2732.41	0.978027	0.964278
15130.9	0.986627	0.993412
7.14878e-06	0.994764	7.18318e-08
5.50219e-06	0.994685	5.52823e-08
5.09781e-05	0.996202	5.12975e-07
3.84474e-05	0.99652	3.87006e-07
3.31332e-08	0.996251	3.33424e-10
0.000214644	0.998027	2.16384e-06
5.66487e+06	0.997007	0.999982
1958.83	0.998348	0.951815
0.000353617	0.999127	3.56875e-06
0.0191405	0.999369	0.000193179
8.46463e-09	0.999337	8.54446e-11
3.45041e-07	0.99949	3.48348e-09
1.00805e-06	0.99963	1.01785e-08
0.00506687	0.999676	5.11613e-05
0.000100139	0.999645	1.01114e-06
0.181441	0.999838	0.00182908
0.002368	0.999815	2.39142e-05
1.47087e-06	0.999872	1.48553e-08
9.72921e-08	0.999891	9.82642e-10
0.00333511	0.999964	3.36856e-05
6.12706e-06	1	6.18895e-08
6.95395e-06	0.340772	2.39365e-08
2.46452e-08	0.000935085	2.32781e-13
3.96886e-07	0.00229765	9.21114e-12
2.94356e-10	2.34101e+25	1
7.97242e-05	0.0138867	1.11829e-08
3.00507e-06	0.0199322	6.05027e-10
2.77118e-05	0.0266401	7.45701e-09
4.21307e-05	0.0356933	1.51897e-08
1.03292e-05	0.0441404	4.60542e-09
3.00383e-05	0.0630257	1.9123e-08
1.9184e-06	0.0746616	1.44677e-09
0.00658263	0.0940766	6.25523e-06
0.00115388	0.120729	1.40714e-06
1.69389e-06	0.143366	2.453e-09
0.0015976	0.172061	2.77661e-06
4.53246e-05	0.20264	9.27735e-08
1.46706e-05	0.250983	3.71927e-08
6.44412e-09	0.312376	2.03332e-11
4.06813e-09	0.360813	1.48266e-11
1.03141e-11	0.436073	4.54315e-14
1.39409e-05	0.524319	7.38333e-08
2.55579e-06	0.601071	1.55173e-08
7.35032e-11	0.714011	5.30122e-13
0.00365875	0.822731	3.04048e-05
3.10195e+06	0.902135	0.999965
479223	0.951269	0.999783
1.43328e+07	0.977964	0.999993
5.10314e+08	0.986539	1
0.000105327	0.994653	1.05822e-06
7.1288e-06	0.994625	7.16211e-08
0.000637233	0.996181	6.41207e-06
6.85972e-08	0.99648	6.90462e-10
2.08093e-08	0.996229	2.09402e-10
0.000626843	0.998005	6.31908e-06
3.15067e+08	0.996886	1
202516	0.998232	0.999511
0.00255129	0.999101	2.57468e-05
1.40156e-09	0.999303	1.41473e-11
1.48974e-05	0.99927	1.50369e-07
1.00083e-05	0.999429	1.01036e-07
3.18551e-09	0.999596	3.21639e-11
1.7056e-05	0.999635	1.7222e-07
7.46063e-06	0.99958	7.53282e-08
0.000191822	0.999773	1.93715e-06
3.18754e-05	0.999793	3.21907e-07
0.00210704	0.999845	2.12795e-05
8.36891e-05	0.99986	8.45225e-07
4.47865e-05	0.999928	4.52356e-07
8.99801e-07	0.999975	9.08867e-09
0.00574141	1	5.79907e-05
0.00151895	0.340766	5.22833e-06
2.58925e-07	0.000935076	2.4456e-12
0.000320267	0.00229762	7.43286e-09
0.314067	2.67718e+25	1
2.34748e-06	0.0138866	3.29276e-10
1.74254e-07	0.019932	3.50832e-11
9.19653e-07	0.0266398	2.47469e-10
1.03977e-05	0.0356929	3.74872e-09
4.25369e-09	0.04414	1.89654e-12
0.00791939	0.0630251	5.04159e-06
4.39703e-09	0.0746607	3.31601e-12
3.02302e-06	0.0940755	2.87265e-09
0.000748861	0.120727	9.13207e-07
4.8827e-06	0.143364	7.07074e-09
2.81067e-06	0.172059	4.88486e-09
2.52818e-07	0.202637	5.17478e-10
0.0240332	0.250976	6.09231e-05
1.53133e-06	0.312373	4.83177e-09
6.87957e-07	0.360806	2.50726e-09
3.39831e-05	0.436061	1.49684e-07
1.54539e-05	0.524309	8.18447e-08
4.61905e-08	0.601046	2.8043e-10
1.39859e-07	0.713998	1.00868e-09
0.00809614	0.82268	6.72736e-05
772.957	0.902074	0.875669
2248.29	0.951231	0.955757
5.03799e+06	0.977917	0.99998
21.6692	0.98645	0.177574
1.18297e-05	0.994597	1.18847e-07
1.40914e-10	0.994606	1.41569e-12
0.00163771	0.996137	1.64784e-05
9.50237e-06	0.996452	9.56429e-08
3.17789e-05	0.996212	3.19782e-07
1.02393e-08	0.997991	1.03219e-10
4.13943e+07	0.996837	0.999998
1.01006e+06	0.998158	0.999902
1.97491e-08	0.999067	1.993e-10
0.00328545	0.999267	3.3161e-05
3.23082e-05	0.999245	3.26099e-07
3.64506e-08	0.999415	3.67973e-10
0.000180352	0.999564	1.82094e-06
1.04363e-07	0.999599	1.05375e-09
3.27141e-08	0.999504	3.30282e-10
7.57579e-08	0.999732	7.65026e-10
5.96821e-08	0.999758	6.02703e-10
1.66307e-05	0.999741	1.67943e-07
1.9497e-08	0.9997	1.9688e-10
6.5084e-08	0.999908	6.57354e-10
0.00961271	0.999949	9.70837e-05
0.000118242	0.999965	1.19432e-06
9.86842e-11	1	9.9681e-13
5.9077e-07	0.34076	2.03344e-09
0.000212758	0.000935067	2.00952e-09
7.6894e-07	0.0022976	1.78456e-11
0.000579917	3.42637e+25	1
3.74654e-07	0.0138864	5.25514e-11
2.83802e-05	0.0199318	5.71383e-09
0.389278	0.0266396	0.000104739
0.00593425	0.0356926	2.13948e-06
4.87261e-06	0.0441395	2.17247e-09
1.3082e-07	0.0630243	8.32811e-11
9.721e-07	0.0746599	7.331e-10
0.000294077	0.0940745	2.79446e-07
2.85683e-06	0.120725	3.48375e-09
1.05481e-06	0.143361	1.52746e-09
0.0568054	0.172049	9.87107e-05
9.8121e-07	0.202632	2.00833e-09
0.00240479	0.250971	6.09626e-06
1.57911e-10	0.312362	4.98235e-13
0.000450347	0.360797	1.64125e-06
4.0499e-05	0.436054	1.78381e-07
1.10134e-05	0.524295	5.83259e-08
1.6736e-10	0.601033	1.01605e-12
1.30118e-09	0.713982	9.384e-12
5.72188e-09	0.822637	4.75458e-11
7847.67	0.901933	0.986206
1.60436e+07	0.951162	0.999994
680666	0.977881	0.999851
2565.07	0.986408	0.962346
1.03184e-06	0.994559	1.03659e-08
7.09806e-05	0.994506	7.13036e-07
3.49817e-07	0.99611	3.51975e-09
0.0431149	0.996426	0.000433759
8.37226e-09	0.996195	8.42465e-11
3.44623e-07	0.997956	3.47393e-09
803319	0.996731	0.999876
2.59193e+06	0.997994	0.999962
2.28528e-05	0.999049	2.30617e-07
2.10199e-05	0.999234	2.1216e-07
1.11168e-08	0.999172	1.12198e-10
1.00919e-07	0.999358	1.01872e-09
0.000608	0.999493	6.13826e-06
4.63062e-09	0.999575	4.6754e-11
0.0339172	0.999466	0.000342298
0.00212527	0.999693	2.14603e-05
1.03658e-06	0.999739	1.04677e-08
0.216448	0.999719	0.00218096
3.5662e-09	0.999659	3.60099e-11
6.08532e-09	0.999867	6.14597e-11
7.14208e-06	0.999922	7.21366e-08
1.19096e-07	0.999881	1.20285e-09
7.82809e-07	0.999785	7.90546e-09
1.35649e-07	1	1.37019e-09
0.000175076	0.340754	6.02605e-07
1.71718e-07	0.000935059	1.62188e-12
7.71738e-08	0.00229758	1.79104e-12
1.3389e-08	3.82e+25	1
1.20172e-05	0.0138862	1.68559e-09
5.2697e-08	0.0199316	1.06094e-11
3.78007e-07	0.0266393	1.01716e-10
1.37315e-05	0.0356922	4.95057e-09
0.00750353	0.0441391	3.34544e-06
1.63861e-06	0.0630237	1.04314e-09
5.05059e-05	0.0746592	3.80882e-08
1.81954e-10	0.0940734	1.729e-13
5.33052e-06	0.120723	6.50019e-09
4.17619e-07	0.143359	6.04743e-10
2.64356e-07	0.172045	4.59405e-10
1.19939e-09	0.20263	2.45487e-12
3.46776e-08	0.250967	8.79082e-11
1.44847e-06	0.312358	4.5701e-09
0.00014609	0.360785	5.32394e-07
3.09953e-06	0.436047	1.36519e-08
3.26747e-07	0.524285	1.73039e-09
0.199415	0.601018	0.00120916
0.000396046	0.713933	2.85605e-06
